"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","delta.11","delta.12","delta.13","delta.14","delta.15","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.898296370331399
"2",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.894377888167243
"3",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.890459406133281
"4",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.886540924184991
"5",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.882611706567595
"6",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.878693224833241
"7",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.874784249132634
"8",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.870875273638426
"9",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.866955588939637
"10",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.863046614166022
"11",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.859151419954683
"12",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.855256225786483
"13",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.851350360163572
"14",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.847455166501606
"15",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.843559972530061
"16",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.839664778775835
"17",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.835758913432597
"18",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.831863719852592
"19",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.827968526272587
"20",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.824073332692582
"21",-0.0784233211209777,0.898296370331399,2.60564903509611e-09,1.71462832922068e-09,-2.03831739831893e-09,6.31996445033293e-09,0.000190250894572422,4.13081238516072e-09,6.33342133525067e-09,8.0883131511388e-09,0.000275800020334711,8.6337769542809e-10,6.18995938948613e-09,3.94164919700486e-09,-6.19580889059738e-09,4.34935315405902e-09,3.48680018833452e-09,0.0671539688820378,-0.0111240986171002,3.49900678998128,-0.0210280140198234,3.21902861257248,-0.0284916756523018,2.75242155890769,-0.032295240328833,2.09922049063252,-0.0312191996934566,1.25947420985012,-0.024044499983551,0.233245456431393,-0.00955265084274145,-0.979389097361497,0.0134741624696658,-2.37833885203162,0.0462529675228543,-3.96349928827817,0.0899998849295803,-5.73475197375401,0.820167467349344
