"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","delta.11","delta.12","delta.13","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.214540039369782
"2",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.226369014920559
"3",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.238165670860118
"4",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.249962326795649
"5",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.261758982716564
"6",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.273587958228461
"7",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.285384614121061
"8",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.29718126996647
"9",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.308977925826106
"10",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.320806901304908
"11",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.332603557190922
"12",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.344400213053687
"13",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.356196257257509
"14",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.368024619380207
"15",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.379820663578441
"16",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.391616707776675
"17",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.403412751974909
"18",0.200704749099254,0.214540039369782,-1.00172957288056e-10,-6.8550083045539e-11,-2.4866166665452e-10,-2.42296018216925e-10,-2.39451552806315e-10,-8.02900302856854e-10,2.42073021050946e-10,2.38731869872497e-10,2.10054968314144e-10,-3.95567571384129e-10,-1.04065808992725e-05,-1.77320189321074e-10,8.22314089308367e-11,0.1621891372437,0.0153331314046575,0.836723048320532,0.0308960296485062,0.773543979169708,0.0469184402946943,0.668250126720169,0.0636300664952424,0.520848384875764,0.0812605477294859,0.331348404350256,0.100039437108662,0.0997625920323513,0.120196182963907,-0.173893889853174,0.141960107479186,-0.489603124960128,0.165560380464814,-0.847344443991647,0.191226003015567,-1.24709442622059,0.415241114102453
