"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","delta.11","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.00568644263296125
"2",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.0221772106203296
"3",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.0386679785964946
"4",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.0552039266667384
"5",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.0716946946201311
"6",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.0881854625274146
"7",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.104676230409182
"8",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.12121217854487
"9",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.137702946563746
"10",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.154193714645353
"11",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.170684482648957
"12",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.187220430759616
"13",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.203711198666684
"14",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.220201966573752
"15",0.231006292381958,0.00568644263296125,-1.56940403172502e-10,-1.28743062273359e-09,9.68432078993215e-10,-6.45908519989309e-10,-3.5743166244944e-10,9.49152495060925e-10,9.71500080468593e-10,8.78731258233518e-10,-1.09266808468833e-09,-1.10720672035107e-09,-2.45098682017361e-10,0.143391538329093,0.0258475911831058,-0.193266422516884,0.0516844105082866,-0.172480516702262,0.077499687260577,-0.137837915095133,0.103282652132415,-0.0893394796639659,0.129022539496061,-0.0269864172759464,0.154708586906732,0.0492197205033764,0.18033003706241,0.139277037384839,0.205876137465497,0.243183292615094,0.231336145655982,0.360935900864248,0.256699320230721,0.492531932228801,0.236692734480819
